userid,contentid,rating
1519,yqvG2KLNVu0,4.0
1530,ftZmpE0y4Jw,4.0
1551,2pJNs2aViZw,4.0
1555,46mCHS_QbRo,4.0
1562,MMiiQUqvhr4,4.0
1563,vsdioeulfus,4.0
1566,ieBQUr425Dc,4.0
1569,G_ImWPbN8UY,4.0
1569,CGBCCEPT2cg,4.0
1598,ag4XtoK377Y,4.0
1591,ag4XtoK377Y,4.0
1559,IMfyIl2RcOE,4.0
1590,arQkWmozV4g,4.0
1624,f3XKxcp9tjM,4.0
1624,xy_XHgdcoe0,4.0
1624,-5vTNbsqitU,4.0
1613,dbRKQnbx1bA,4.0
1633,ftZmpE0y4Jw,4.0
1671,NpK5U96TguU,4.0
1671,7geOuKvcVIM,4.0
1671,pDs04EPhFnA,4.0
1672,m5JRB3yN9cY,4.0
1741,bvSOoFKSmV8,4.0
1804,vZfBpKLgRjc,4.0
1822,PBgfN68E3kU,4.0
1845,1lusmf7P46I,4.0
1845,cIR9r4-QeGE,4.0
1873,1lusmf7P46I,4.0
1873,5dWgtkO0glo,4.0
1915,6GJYd_RUfT0,4.0
1912,CZ7yHcNeP-I,4.0
1984,CZ7yHcNeP-I,4.0
1988,kbSwL_B6_as,4.0
1988,ftZmpE0y4Jw,4.0
1988,MMiiQUqvhr4,4.0
1999,yldhhVudFaQ,4.0
1989,GJDuvCAFI3s,4.0
1973,u6OvV0XYiOA,4.0
2035,OVLapdUTvcE,4.0
2035,OcEdoM0Fik4,4.0
2035,oWKQ936Ib40,4.0
2035,pMwlglCjjXc,4.0
2035,NM6Yz0_Kw_U,4.0
2035,iscj1pTDObU,4.0
2035,kyI2ocyOZys,4.0
2019,hGsPR-FoDmM,4.0
2150,vDXgB4371j0,4.0
2144,is3gtQy_ksY,4.0
2230,vDR-ZwZri8U,4.0
2214,KdoiVHTAvbo,4.0
2191,OB_nNRmH5y0,4.0
2126,jsChlX4fjVM,4.0
2120,KdoiVHTAvbo,4.0
2095,zQjvGFV8cBk,4.0
2072,vDXgB4371j0,4.0
2239,YqBKfblIQhc,4.0
2293,Ks_lh8PdcQ4,4.0
2375,FOjSapwjrGA,4.0
2418,jBf5HZcChlU,4.0
2400,Me_Lp-6t56Q,4.0
2400,f3XKxcp9tjM,4.0
2457,N0RV_R8UJkc,4.0
2463,0UvWolX5z4Q,4.0
2463,DvomvKS770c,4.0
2461,DvomvKS770c,4.0
2488,190T_VrgPdM,4.0
2508,VI9RPuNCW5o,4.0
2508,opH5LDAIxfA,4.0
2589,YGRN2phyM-Q,4.0
2648,0UvWolX5z4Q,4.0
2648,pDs04EPhFnA,4.0
2600,t2CocUeqmyM,4.0
2661,mjpmty0n8gk,4.0
2635,kOAu7F9gNro,4.0
2672,zOqOGOcvLb4,4.0
2728,afeSBjY7nIM,4.0
2752,2UBwXNTFDE8,4.0
2754,gJZwO7_u2YI,4.0
2774,0rqJHMEakiw,4.0
2831,SH5tMc4-9s0,4.0
3003,PBgfN68E3kU,4.0
3013,EDXcJdLoMMo,4.0
3039,JU1s3s7pJ-A,4.0
3039,qOH-5EfhaXQ,4.0
3185,OpMd6y5ohpQ,4.0
3233,YqBKfblIQhc,4.0
3233,Pyuigp__khI,4.0
3267,E5gD6B6QkCQ,4.0
3306,jBf5HZcChlU,4.0
3378,MHDQgu9Iebw,4.0
3378,zQjvGFV8cBk,4.0
3577,De1c-sQlBbc,4.0
3371,Mn-SQMJorhg,4.0
3314,G_ImWPbN8UY,4.0
3596,lv268cLXMBY,4.0
3604,jBf5HZcChlU,4.0
3716,2UBwXNTFDE8,4.0
3716,Ztz0wWpKr9c,4.0
3622,lD2GBTjp0Ds,4.0
3632,RCJsbsRWYlI,4.0
3735,GSWNAHlxbfc,4.0
3735,Ks_lh8PdcQ4,4.0
3790,rHD_OI3zp5c,4.0
3796,OVLapdUTvcE,4.0
3832,7geOuKvcVIM,4.0
3847,JhchHbPlmX8,4.0
3908,lv268cLXMBY,4.0
3981,PfRmsXjRGXA,4.0
3981,YqBKfblIQhc,4.0
4006,Bt-mZucuikc,4.0
3980,0UvWolX5z4Q,4.0
3980,2UBwXNTFDE8,4.0
4038,vL5SFGprgcQ,4.0
4092,ewUunY0Csx0,4.0
4239,9aHBnIOJv0c,4.0
4297,bvSOoFKSmV8,4.0
4240,4k_wT9O3qYc,4.0
4406,UFDXmqZVbBs,4.0
4406,bvSOoFKSmV8,4.0
4406,YqBKfblIQhc,4.0
4374,ftZmpE0y4Jw,4.0
4374,OB_nNRmH5y0,4.0
4374,0C-WgTG8gZ8,4.0
4451,VdroB1sBuuA,4.0
4501,WAnvAs7_JYM,4.0
4522,pDs04EPhFnA,4.0
4570,4k_wT9O3qYc,4.0
4570,hGsPR-FoDmM,4.0
4611,Un4gkomWdBQ,4.0
4676,x7UxDvqpksA,4.0
4689,xw_lxS_NKdE,4.0
4689,ZoQG51WRNJU,4.0
4772,9LMtfsmRwBo,4.0
4793,dbRKQnbx1bA,4.0
4891,qOH-5EfhaXQ,4.0
4913,lD2GBTjp0Ds,4.0
4913,Mn-SQMJorhg,4.0
4998,kLzx8pK_EFM,4.0
4998,ag4XtoK377Y,4.0
5098,EDXcJdLoMMo,4.0
5087,OB_nNRmH5y0,4.0
5081,Bnh0ibJo7ic,4.0
5151,Ug-6udgiFO8,4.0
5151,U4XarSdJhHQ,4.0
5151,YqZpPcEXqws,4.0
5117,1Zpo34_DFKg,4.0
5161,oPBvTXeHaWs,4.0
5161,jWlFqcvw8vw,4.0
5145,kOAu7F9gNro,4.0
5174,gJZwO7_u2YI,4.0
5307,V00qDnKn_3A,4.0
5439,0yVmqeUcwsA,4.0
5386,MMiiQUqvhr4,4.0
5518,9wyVVZWsprc,4.0
5524,Cl8b21mN4DQ,4.0
5558,-0I9tM4Y_QQ,4.0
5569,WZYT9dCH4ag,4.0
5638,nEOG0yDFQgU,4.0
5640,jBf5HZcChlU,4.0
5640,ZjQ6ZsSoGlk,4.0
5678,8bhBREE5uIk,4.0
5719,LK4RZIapDqY,4.0
5719,PdFxIjGkTd8,4.0
5948,M87eI2-Vgxo,4.0
6147,Pyuigp__khI,4.0
6273,FOjSapwjrGA,4.0
6273,YqbP6dlENfs,4.0
6134,SMlBtvUfrXQ,4.0
6391,7geOuKvcVIM,4.0
6391,HYngrEt55HU,4.0
6484,8hnTE8p74Pg,4.0
7486,8JljFBin9Sk,4.0
14463,vL5SFGprgcQ,4.0
15480,n4oSSv5vFVw,4.0
15480,ZFIcEX8XBDU,4.0
15480,b1bDJl6eSlw,4.0
14734,yB3dPt5acD8,4.0
14734,DOk8XctGswM,4.0
17009,CZSu5RwQFLU,4.0
17009,X4GZkK58_oA,4.0
20221,KS80U3CeuOA,4.0
20285,qOH-5EfhaXQ,4.0
20592,acmqjvFricc,4.0
20606,CZ7yHcNeP-I,4.0
22783,TIfoLjY7ivc,4.0
22783,mjpmty0n8gk,4.0
25635,x7UxDvqpksA,4.0
26465,gvU6FOd_wzk,4.0
26345,OD-hoIkud-s,4.0
26345,YGRN2phyM-Q,4.0
26009,jBf5HZcChlU,4.0
25851,DNWCXLWSUNc,4.0
26143,DvomvKS770c,4.0
26272,ZtxEdBctCxw,4.0
24462,R-OZ-9WfHDE,4.0
22884,27iIdZPp_fo,4.0
27647,rV3DOzbIbMs,4.0
28223,DFFAiOMm-is,4.0
28696,G_ImWPbN8UY,4.0
29203,yUIRE0TgBI8,4.0
28656,fAiEFpZpbKw,4.0
30066,b117mD4NWcY,4.0
29569,RYNW3dsgUy0,4.0
30792,6GJYd_RUfT0,4.0
33203,DFFAiOMm-is,4.0
34326,_fvTrRkDBec,4.0
31561,2z3xt0QYVCo,4.0
35307,KTc4TrqtNps,4.0
35307,S7lW4WrUChI,4.0
33095,VdroB1sBuuA,4.0
38383,t9-nHlWhONo,4.0
39064,z4DjHzGG-80,4.0
39889,vZfBpKLgRjc,4.0
43842,MHDQgu9Iebw,4.0
38669,H0gjHz1Fxwg,4.0
44566,7UGEw0CmgfA,4.0
44566,l28kdCmsxGo,4.0
44566,-QyrkS4EPnQ,4.0
44381,1WparoVMrkw,4.0
44381,zQjvGFV8cBk,4.0
44850,YqBKfblIQhc,4.0
46015,WZYT9dCH4ag,4.0
47970,ZtxEdBctCxw,4.0
48563,SMlBtvUfrXQ,4.0
47971,t2CocUeqmyM,4.0
50001,t2CocUeqmyM,4.0
52260,mhNmHDdOCMs,4.0
53626,-0I9tM4Y_QQ,4.0
53165,EU3Q5D-ElzY,4.0
53865,J0GmtoAeP98,4.0
54852,EDXcJdLoMMo,4.0
57619,4k_wT9O3qYc,4.0
57619,KdoiVHTAvbo,4.0
58082,Y4uauduDEdg,4.0
59475,fAiEFpZpbKw,4.0
60851,yKsb0SSFtEg,4.0
61191,46mCHS_QbRo,4.0
62034,vezEfLiUkdM,4.0
62034,6GJYd_RUfT0,4.0
62601,gJSb-9DQ3Xc,4.0
63958,7ZO4lFvjsy8,4.0
63517,9wyVVZWsprc,4.0
64095,vk9XX3-H0IY,4.0
64801,OB_nNRmH5y0,4.0
65579,YGRN2phyM-Q,4.0
65856,QmXFZxOxyFM,4.0
65856,sS6LyvEbmBo,4.0
65856,1Sh6WEnC4Nc,4.0
66751,GJDuvCAFI3s,4.0
67808,H0gjHz1Fxwg,4.0
69881,KwWbgLD7YCY,4.0
70021,7geOuKvcVIM,4.0
69829,lD2GBTjp0Ds,4.0
72623,YqBKfblIQhc,4.0
71117,6GJYd_RUfT0,4.0
75614,YqbP6dlENfs,4.0
75948,f3XKxcp9tjM,4.0
73348,Pyuigp__khI,4.0
79105,qFgZJC9wFMg,4.0
80124,C8UZszmP4II,4.0
81069,46mCHS_QbRo,4.0
81993,k06xM5M9F5M,4.0
81993,ZoQG51WRNJU,4.0
81993,AuBfT3rG4hI,4.0
85633,EDXcJdLoMMo,4.0
85933,msBA33SWQuA,4.0
85933,NpK5U96TguU,4.0
85933,DFFAiOMm-is,4.0
89620,GJDuvCAFI3s,4.0
95494,G_ImWPbN8UY,4.0
97431,YGRN2phyM-Q,4.0
99477,vL5SFGprgcQ,4.0
99477,s1vULbZPOIg,4.0
99477,9aHBnIOJv0c,4.0
100202,Uo6xCvGP0GA,4.0
102436,JzLF6j3jR_0,4.0
103500,t2CocUeqmyM,4.0
102798,EU3Q5D-ElzY,4.0
102138,CZSu5RwQFLU,4.0
106337,WSMUUfq79No,4.0
106520,p8N_Eaf-1tg,4.0
106552,DnohkAnzCHM,4.0
109114,t2CocUeqmyM,4.0
109114,1lusmf7P46I,4.0
109114,jBf5HZcChlU,4.0
107852,8hnTE8p74Pg,4.0
108869,H0gjHz1Fxwg,4.0
111466,rszE9dQyJ_E,4.0
111857,kOAu7F9gNro,4.0
113014,hGsPR-FoDmM,4.0
113639,W1RZxj3vqbA,4.0
115123,cIR9r4-QeGE,4.0
116012,rV3DOzbIbMs,4.0
118285,t9-nHlWhONo,4.0
118285,hGsPR-FoDmM,4.0
118720,nJT--MlnCBk,4.0
120006,C8UZszmP4II,4.0
119754,2UBwXNTFDE8,4.0
119754,GJDuvCAFI3s,4.0
119894,l_qrUOLXw-M,4.0
119244,B9PcPNhvsDk,4.0
119244,yHeuZTDE-vc,4.0
119244,P1ZZYPYO0Wc,4.0
120335,EDXcJdLoMMo,4.0
121870,vsdioeulfus,4.0
121985,jsChlX4fjVM,4.0
122421,190T_VrgPdM,4.0
123371,rV3DOzbIbMs,4.0
123371,5Hm_-4ehiUE,4.0
123371,gvU6FOd_wzk,4.0
123771,X596WRRca-k,4.0
124707,gvU6FOd_wzk,4.0
125304,KdoiVHTAvbo,4.0
125304,maR36c__jgs,4.0
125553,pDs04EPhFnA,4.0
125687,PMH3BVKzbaQ,4.0
126885,ylckLr0T6TU,4.0
126895,cIR9r4-QeGE,4.0
126915,OB_nNRmH5y0,4.0
126218,jWlFqcvw8vw,4.0
127816,rlQ3yc6t92c,4.0
128121,CZSu5RwQFLU,4.0
128121,190T_VrgPdM,4.0
129180,46mCHS_QbRo,4.0
129180,lD2GBTjp0Ds,4.0
129335,9j_Dfm0RlM4,4.0
129335,zQjvGFV8cBk,4.0
129335,vZfBpKLgRjc,4.0
129278,ZYcRimfOByw,4.0
129548,vZfBpKLgRjc,4.0
130755,_qSQzSKFAkg,4.0
131970,kbSwL_B6_as,4.0
133281,HpV1kLrPiDg,4.0
132775,YqbP6dlENfs,4.0
130862,cIR9r4-QeGE,4.0
130862,zQjvGFV8cBk,4.0
132255,nJT--MlnCBk,4.0
134046,rV3DOzbIbMs,4.0
134607,AQHDM4vtZUc,4.0
134607,kOAu7F9gNro,4.0
134921,6CrX6phPQx4,4.0
134921,Me_Lp-6t56Q,4.0
134921,maR36c__jgs,4.0
136150,gJZwO7_u2YI,4.0
136234,wksn7VZZpY4,4.0
136327,C8UZszmP4II,4.0
136414,EDXcJdLoMMo,4.0
136561,ftZmpE0y4Jw,4.0
137002,uce32VgKjc0,4.0
136839,vsdioeulfus,4.0
137655,k6RDAfF02-U,4.0
138050,ClLyKSTb-_U,4.0
138447,WZYT9dCH4ag,4.0
138764,rV3DOzbIbMs,4.0
139459,Ocn7fn9XVp4,4.0
139726,vDXgB4371j0,4.0
139916,G_ImWPbN8UY,4.0
140252,RCJsbsRWYlI,4.0
140237,Va5z7d24lNc,4.0
140499,t2CocUeqmyM,4.0
141701,VySqcXbtG0s,4.0
142236,-jLLQ4gjaLg,4.0
142236,5oXc2ZQBxJs,4.0
142862,X_yxXEaE0DI,4.0
143999,rV3DOzbIbMs,4.0
144123,CZ7yHcNeP-I,4.0
144328,7AdiVHvfJGg,4.0
144523,9aHBnIOJv0c,4.0
144205,9TlnPdC2qpE,4.0
144236,0R-pSOZRwgM,4.0
144236,t2Tfm8XdYZY,4.0
144688,vZfBpKLgRjc,4.0
144688,pDs04EPhFnA,4.0
144829,Pyuigp__khI,4.0
144740,ngcQoHk5kKA,4.0
145140,K_pJ22uLfl4,4.0
145733,7geOuKvcVIM,4.0
145845,t2CocUeqmyM,4.0
146534,CGBCCEPT2cg,4.0
146308,9TlnPdC2qpE,4.0
147242,Bnh0ibJo7ic,4.0
148916,n55DsCp6Otw,4.0
148938,GBYFr2swVN4,4.0
149144,DvomvKS770c,4.0
149623,B9PcPNhvsDk,4.0
150051,vL5SFGprgcQ,4.0
151821,xw_lxS_NKdE,4.0
152288,gWQU_h4kxk8,4.0
152288,KdoiVHTAvbo,4.0
153961,mjpmty0n8gk,4.0
153521,YLMiBODS53U,4.0
153666,vk9XX3-H0IY,4.0
153973,ZFIcEX8XBDU,4.0
154542,rV3DOzbIbMs,4.0
154347,2zwD2T3gBqQ,4.0
155013,Me_Lp-6t56Q,4.0
155531,vDXgB4371j0,4.0
155543,vL5SFGprgcQ,4.0
155989,jBf5HZcChlU,4.0
157277,G_ImWPbN8UY,4.0
156693,0R-pSOZRwgM,4.0
158275,f8QUANgNXo0,4.0
159163,bBikq-O0LtY,4.0
159163,t2CocUeqmyM,4.0
160281,nC-IiBCLs1Q,4.0
160790,l2wgXDnzcdE,4.0
160565,WZYT9dCH4ag,4.0
160899,nJT--MlnCBk,4.0
160996,46mCHS_QbRo,4.0
161062,uce32VgKjc0,4.0
161062,lD2GBTjp0Ds,4.0
161518,yTuPLuQr_2E,4.0
161573,rH_ChcbcQj4,4.0
161686,kOAu7F9gNro,4.0
162099,46mCHS_QbRo,4.0
162183,xbuJ8XS-qz0,4.0
162355,46mCHS_QbRo,4.0
162355,rV3DOzbIbMs,4.0
162494,juKlDUfncfc,4.0
162452,ftZmpE0y4Jw,4.0
162511,YGRN2phyM-Q,4.0
162719,CZSu5RwQFLU,4.0
162719,xbcRE9iUXTY,4.0
163254,_u0tTPZ34lA,4.0
163304,rszE9dQyJ_E,4.0
163351,kOAu7F9gNro,4.0
163335,WZYT9dCH4ag,4.0
163423,YGRN2phyM-Q,4.0
163701,rV3DOzbIbMs,4.0
164619,bVJDtrzBPmE,4.0
164895,A-kmWmuKnRE,4.0
165619,YGRN2phyM-Q,4.0
165046,8ZAfEIoFbjs,4.0
165046,ZFIcEX8XBDU,4.0
166069,Ic10b7YFppk,4.0
165650,wLpLXuhPvBY,4.0
166138,2UBwXNTFDE8,4.0
166529,PBgfN68E3kU,4.0
166898,aCu30CqeVvQ,4.0
167023,qFgZJC9wFMg,4.0
167100,k6RDAfF02-U,4.0
167183,Ks_lh8PdcQ4,4.0
167184,GJDuvCAFI3s,4.0
167387,gvU6FOd_wzk,4.0
168712,4sOdYMjDM8I,4.0
168313,7geOuKvcVIM,4.0
170012,hGsPR-FoDmM,4.0
170497,6xtBVPm21GE,4.0
170497,MHDQgu9Iebw,4.0
170497,kOAu7F9gNro,4.0
170497,I1qHL1QMQD4,4.0
170512,KdoiVHTAvbo,4.0
170698,msBA33SWQuA,4.0
171483,pDs04EPhFnA,4.0
172380,iwfp0QYhwaQ,4.0
172759,qkXJ88q5jF4,4.0
171766,vZfBpKLgRjc,4.0
171892,jWlFqcvw8vw,4.0
173163,WSMUUfq79No,4.0
173163,DNWCXLWSUNc,4.0
173294,PHLAMEVUnnw,4.0
173294,1T1pVZvzjG8,4.0
173294,OLzYl1LL8l4,4.0
174410,46mCHS_QbRo,4.0
175248,1lusmf7P46I,4.0
173350,hGsPR-FoDmM,4.0
173227,qkXJ88q5jF4,4.0
176275,CZSu5RwQFLU,4.0
176275,SMlBtvUfrXQ,4.0
175309,Ic10b7YFppk,4.0
175726,1lusmf7P46I,4.0
176805,C8UZszmP4II,4.0
177073,OB_nNRmH5y0,4.0
177930,-0I9tM4Y_QQ,4.0
177930,D3sgu-18kFY,4.0
180529,28p7_dUOx8g,4.0
183847,WPqwre_TX-w,4.0
190003,GLUpI1dOSJw,4.0
189937,cjw8HpGmVxQ,4.0
208350,MWrPAZHDHtw,4.0
200924,7geOuKvcVIM,4.0
218221,fpBdCBVq0Ds,4.0
229688,OB_nNRmH5y0,4.0
232352,f6iJBTpSpcM,4.0
233772,CbTKv8jUUHQ,4.0
239814,8inOUfjFEbc,4.0
243091,Qpw8mJf9Ny8,4.0
250887,wKPp1ARoGVY,4.0
260454,qOH-5EfhaXQ,4.0
260454,D3sgu-18kFY,4.0
255539,B4vZKFx48mo,4.0
254595,cIR9r4-QeGE,4.0
261194,2zwD2T3gBqQ,4.0
260939,GLUpI1dOSJw,4.0
287992,2UBwXNTFDE8,4.0
287924,srMaQ0-6lUo,4.0
287925,srMaQ0-6lUo,4.0
288914,9j_Dfm0RlM4,4.0
288914,46mCHS_QbRo,4.0
288971,vDXgB4371j0,4.0
288971,Un4gkomWdBQ,4.0
288971,t2CocUeqmyM,4.0
287928,srMaQ0-6lUo,4.0
289873,nC-IiBCLs1Q,4.0
290472,WzJLG1njU7s,4.0
290784,vL5SFGprgcQ,4.0
295705,9BAozP1r5mI,4.0
295806,qFgZJC9wFMg,4.0
301330,-n16ZBLcmeA,4.0
309512,EU3Q5D-ElzY,4.0
321576,YqBKfblIQhc,4.0
325984,OjDncajxtM4,4.0
335121,qKa9QK3u69k,4.0
342363,TUKxNYC3vaQ,4.0
364241,mKp9OAY9abI,4.0
371028,0wdXJMTm8JE,4.0
375327,nVdCEykua4w,4.0
388302,qOH-5EfhaXQ,4.0
388302,GJDuvCAFI3s,4.0
360500,DFFAiOMm-is,4.0
355789,y657oAmaiIQ,4.0
397343,WZRIMEguGSk,4.0
397343,RAvc3Xbkm3I,4.0
389368,45dRgv_lyhA,4.0
416249,9GcDrmRpuvI,4.0
416249,-eZBhZi51Rs,4.0
416249,hIgI-I91fwI,4.0
416249,opH5LDAIxfA,4.0
418152,-EcbM-Vs3rQ,4.0
451135,m7zq__r3Fzg,4.0
451135,rOAli3m_RZ4,4.0
439458,f6iJBTpSpcM,4.0
456252,gMQHLTyqQm0,4.0
465860,k06xM5M9F5M,4.0
486009,5WPMIt088uI,4.0
486009,46mCHS_QbRo,4.0
486009,aH32h_MYdic,4.0
486009,uYWwJBm825k,4.0
482647,PVQXyq17fL0,4.0
468509,vZfBpKLgRjc,4.0
486710,f6iJBTpSpcM,4.0
492836,g-yTrD4fzsw,4.0
510041,f2Y5oUj9eIw,4.0
510494,RhA-WnmzEks,4.0
510494,45dRgv_lyhA,4.0
510494,oBXlfzkH3A8,4.0
511138,V3RZfvMnCbs,4.0
511138,4uRjbPRj9rg,4.0
511138,3Ht95KlFdsw,4.0
511138,6Sv6ZAWgzsE,4.0
511138,e4n_rfUTUFU,4.0
511138,hKRWzijRTS4,4.0
510477,pDs04EPhFnA,4.0
510748,1T1pVZvzjG8,4.0
513855,vxGSvGC-Cic,4.0
517340,1Sh6WEnC4Nc,4.0
513729,vZfBpKLgRjc,4.0
517330,m5JRB3yN9cY,4.0
516176,Y0cJkZVEeiQ,4.0
515795,7geOuKvcVIM,4.0
513790,b7qBH173kkI,4.0
513790,u6OvV0XYiOA,4.0
513790,xwJ-xv78i3o,4.0
522915,jaPj2vOYDE0,4.0
522915,KvJqxuuJYi8,4.0
522915,9UWM9Wyfql0,4.0
522915,7oGz0S_Bk7k,4.0
522915,Nw8fGqegmaE,4.0
522915,WnCEQ1YmIJg,4.0
522917,6JBL93aHDrU,4.0
522917,zz4B-lGnJts,4.0
522917,THnzmYx-X38,4.0
522917,5z-hSWu1TIg,4.0
522917,WWfUQsGlxko,4.0
522917,tku0mdksuxA,4.0
520735,7bNbF3NkEFA,4.0
518587,IxRefzxNse0,4.0
522881,45dRgv_lyhA,4.0
520238,_rt7ClmGRqI,4.0
522931,RAvc3Xbkm3I,4.0
522932,RAvc3Xbkm3I,4.0
524207,KcnlCcEIfjg,4.0
524207,6NQl7QYevP0,4.0
524207,yUVktwKA1u8,4.0
524508,GCzKCBmYZ00,4.0
524508,oU4CLF6085A,4.0
524508,lEaVhaVkFvw,4.0
524508,apI4qPuib_s,4.0
524508,mSFrkFXKrok,4.0
524508,-8CaABe9ttM,4.0
524508,4uRjbPRj9rg,4.0
524508,9UWM9Wyfql0,4.0
524508,X8eSM3Th6Ms,4.0
525252,OXgeO_xzKTI,4.0
524698,mX0eT7UkrG0,4.0
524698,sZ4j0CiM9xM,4.0
524698,upfMTMFMbDs,4.0
524709,CK7npq74Fgc,4.0
527330,5gJS6_Y-0gk,4.0
527271,aOOQ0-meu6k,4.0
528774,3xKPz1GPGUQ,4.0
527486,B8GMYc19Mks,4.0
530826,d_1KinV5Mak,4.0
530860,h3-ZoB8he34,4.0
530886,mBLfQX0NdwI,4.0
532243,wR8abNtiKp4,4.0
532243,KsBpvNr88S0,4.0
532243,vUyjf8ZiDAU,4.0
532243,PLn9n-qKrY4,4.0
531942,6NQl7QYevP0,4.0
532198,7oGz0S_Bk7k,4.0
533816,vxGSvGC-Cic,4.0
536500,vp5zEk5NQQw,4.0
535088,mrk91laBg-g,4.0
540538,OjDncajxtM4,4.0
540538,4oikZwmyldY,4.0
540538,EO4o8cAEHto,4.0
540538,hyIeuMu1pzo,4.0
540538,5gJS6_Y-0gk,4.0
540538,-n16ZBLcmeA,4.0
537713,jh-kRZF6LVU,4.0
540486,wK6UE5wozSY,4.0
539555,fAiEFpZpbKw,4.0
560136,vTOR50u8vOY,4.0
549767,FYexMPQuubc,4.0
549767,QXAxy5nkZgQ,4.0
552235,_oeGUqX6MdI,4.0
552235,28p7_dUOx8g,4.0
577523,kbSwL_B6_as,4.0
581326,U8JirIErGu4,4.0
581326,u6OvV0XYiOA,4.0
581326,zEmQag2ks_8,4.0
581326,b7qBH173kkI,4.0
618777,i2Bl47Kv58s,4.0
615781,6NQl7QYevP0,4.0
619005,zQjvGFV8cBk,4.0
619005,Me_Lp-6t56Q,4.0
620342,lZwo-02brU8,4.0
621202,dZJ-SCzqZfE,4.0
621202,GLUpI1dOSJw,4.0
625071,YGRN2phyM-Q,4.0
621990,yB3dPt5acD8,4.0
621990,KwWbgLD7YCY,4.0
632527,Ti0YY5NNwG4,4.0
632527,4a5cic6ERLc,4.0
632527,lhhczYtK6yE,4.0
632527,EuC1ACD4w7w,4.0
632527,3xKPz1GPGUQ,4.0
632527,NgquE5OF3-Y,4.0
632527,HgpEiKdZ1yI,4.0
631497,ftZmpE0y4Jw,4.0
633737,Dt2zdLufHwg,4.0
635977,6xtBVPm21GE,4.0
636551,Me_Lp-6t56Q,4.0
636551,foMg3e4u_r0,4.0
638950,Ks_lh8PdcQ4,4.0
640225,DY57YLv_Dp4,4.0
640225,YMie0Hu9EOU,4.0
641729,1uAe9Zn84QA,4.0
641729,5gJS6_Y-0gk,4.0
641729,k-kPuB6HNK0,4.0
641729,jWF61mWb16Q,4.0
641729,v_Qb_-Q5m5s,4.0
641461,EDXcJdLoMMo,4.0
641953,lVirBZjQQz4,4.0
646756,JsXUI3eVyO0,4.0
648448,rWkthmDaMkA,4.0
648038,oikuJ-oymU4,4.0
649597,YuxBxhxQpXE,4.0
648086,vezEfLiUkdM,4.0
650732,3lFTnVmoe0s,4.0
651791,JL1IULHKBPg,4.0
651791,d-I3rKjJeWc,4.0
652133,Wa-KKjgMifY,4.0
653836,g52BKnOgkH8,4.0
653836,B7wbTkCzAA8,4.0
655029,JL1IULHKBPg,4.0
655756,ggv2Y2LBbh0,4.0
658749,RWnFowWtT78,4.0
657957,vezEfLiUkdM,4.0
658900,yj9bWkYINUs,4.0
659146,RPOmMLVW0C4,4.0
659708,EWzMGt9GMZE,4.0
659708,Rz2JQ4X3x_M,4.0
659741,4oikZwmyldY,4.0
659588,f4tR7HoJg7g,4.0
660455,AuBfT3rG4hI,4.0
660486,_G7Cn_68LCY,4.0
660486,n4oSSv5vFVw,4.0
660486,-0I9tM4Y_QQ,4.0
660534,7sn-2ieqiM0,4.0
660534,iFMGVcUzayg,4.0
660980,0C-WgTG8gZ8,4.0
661042,OjDncajxtM4,4.0
661037,cXNyYwFlIuA,4.0
661104,KwWbgLD7YCY,4.0
661104,Wa-KKjgMifY,4.0
661104,C2SPENsthGk,4.0
661104,0MDSpa4PxsU,4.0
661104,_G7Cn_68LCY,4.0
661104,HtHrTVhV8eY,4.0
661104,_oeGUqX6MdI,4.0
661104,f6iJBTpSpcM,4.0
661104,qFgZJC9wFMg,4.0
661104,gjSPnJJAu2A,4.0
661104,5B99p6GarYc,4.0
661104,5oXc2ZQBxJs,4.0
661104,5gJS6_Y-0gk,4.0
661104,xwJ-xv78i3o,4.0
661104,-n16ZBLcmeA,4.0
661104,1Su0BRikALE,4.0
661104,Gl_j09f1bCo,4.0
661068,p537fHTnW8s,4.0
661058,lD2GBTjp0Ds,4.0
661079,hIcYtr9Zomg,4.0
661113,2JU15dRn98M,4.0
661235,tbL3B4z4ynU,4.0
661190,s2a6mAlvJq4,4.0
661307,gMQHLTyqQm0,4.0
661278,pIKP-KTOhZ8,4.0
661268,AX9a-3LOHFY,4.0
661266,aGlvXGtcLbE,4.0
661417,dZJ-SCzqZfE,4.0
661374,EO4o8cAEHto,4.0
661494,dzAsKBzVhJk,4.0
661509,xwJ-xv78i3o,4.0
661509,lJs-z2K1XQ4,4.0
661383,A1PP3YSnim4,4.0
661482,-CEafeK3LuM,4.0
661605,ImgyZPxtDnQ,4.0
661565,9UWM9Wyfql0,4.0
661632,h07STlpsRvU,4.0
661797,poQWVXwGVD4,4.0
661797,ZGKXY5wRdFY,4.0
661881,WEKFpnnXqMY,4.0
661881,Ic10b7YFppk,4.0
661881,6GJYd_RUfT0,4.0
661941,PBgfN68E3kU,4.0
661844,F2CY1YFbKmg,4.0
661974,2zwD2T3gBqQ,4.0
661944,3xKPz1GPGUQ,4.0
662082,KwWbgLD7YCY,4.0
662098,hMmrpQxiU6M,4.0
662377,vDXgB4371j0,4.0
662377,A1PP3YSnim4,4.0
662377,AX9a-3LOHFY,4.0
662414,cfGg5PQUzb8,4.0
662420,Kxb678T-WAs,4.0
